GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"""48253""","Jones, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,354671,293682,317996,358856,394491,423406,509702,500695,453134,516102,531984,503496,533040,491950,435542,433562,444011,442891,470727
"""48255""","Karnes, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,356385,378875,402148,369748,357115,353310,375805,386891,421373,589872,1863813,5538456,7471931,9385482,11460250,10598008,11643324,11877234,12623328
"""48255""","Karnes, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,6.435,6.841,7.261,6.676,6.448,6.379,6.785,6.986,7.608,10.650,33.652,100.000,134.910,169.460,206.921,191.353,210.227,214.450,227.921
"""48255""","Karnes, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,244780,256542,308363,307546,333863,340907,378374,439935,391665,621190,2174642,5538456,8033995,9731915,5385096,4241746,6117472,7656428,6328877
"""48257""","Kaufman, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1644595,1681093,1857448,2085589,2129738,2444124,2504588,2500911,2474095,2543304,2659917,2708021,2657259,2638021,2721155,2830872,2917486,3067979,3172400
"""48257""","Kaufman, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,60.731,62.078,68.591,77.015,78.646,90.255,92.488,92.352,91.362,93.917,98.224,100.000,98.125,97.415,100.485,104.537,107.735,113.292,117.148
"""48257""","Kaufman, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1290266,1344456,1510385,1750793,1855325,2223615,2347563,2383827,2402937,2488521,2638075,2708021,2712237,2777098,2905871,3040784,3206413,3468102,3675233
"""48259""","Kendall, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,813596,860024,887210,911611,977952,1104996,1154096,1167200,1163213,1206921,1218796,1301094,1351125,1429572,1534657,1657946,1761955,1882888,1925791
"""48259""","Kendall, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,62.532,66.100,68.190,70.065,75.164,84.928,88.702,89.709,89.403,92.762,93.675,100.000,103.845,109.875,117.951,127.427,135.421,144.716,148.013
"""48259""","Kendall, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,613401,663291,699646,742003,824092,965815,1042090,1076720,1100698,1151595,1185497,1301094,1380137,1492498,1642400,1806198,1947825,2129574,2227566
"""48261""","Kenedy, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,588674,717611,615696,625495,452552,416012,469913,412154,474255,434802,372229,299796,282292,341875,284360,256678,284387,291538,353086
"""48261""","Kenedy, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,196.358,239.366,205.372,208.640,150.953,138.765,156.744,137.478,158.192,145.032,124.161,100.000,94.161,114.036,94.851,85.617,94.860,97.245,117.775
"""48261""","Kenedy, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,280263,276918,380245,469318,467446,435045,523158,621457,360535,426721,404884,299796,295323,358648,219307,183086,222103,239910,273938
"""48263""","Kent, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,434692,578638,445249,437277,365185,412204,436685,375372,488611,452257,491278,528392,462639,401043,416644,441252,402989,384858,380154
"""48263""","Kent, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,82.267,109.509,84.265,82.756,69.113,78.011,82.644,71.041,92.471,85.591,92.976,100.000,87.556,75.899,78.851,83.509,76.267,72.836,71.946
"""48263""","Kent, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,212969,230378,282427,336640,385058,438517,495558,585831,369361,467741,583900,528392,497928,415589,202005,183275,215697,249097,196382
"""48265""","Kerr, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1233681,1284216,1311724,1332350,1368126,1467989,1520702,1529211,1511324,1547804,1525763,1537931,1519736,1554931,1614689,1611764,1624673,1689289,1741955
"""48265""","Kerr, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,80.217,83.503,85.291,86.633,88.959,95.452,98.880,99.433,98.270,100.642,99.209,100.000,98.817,101.105,104.991,104.801,105.640,109.842,113.266
"""48265""","Kerr, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,945522,1009276,1055451,1104898,1170447,1298209,1391849,1424134,1436990,1486229,1488071,1537931,1553117,1623988,1731096,1761539,1804737,1915863,2027324
"""48267""","Kimble, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,119200,134659,136552,129431,121547,134059,127860,119466,118006,118895,131339,143409,164011,172168,166409,153843,133180,133753,141703
"""48267""","Kimble, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,83.119,93.898,95.219,90.253,84.755,93.480,89.158,83.304,82.286,82.906,91.583,100.000,114.366,120.054,116.038,107.276,92.867,93.267,98.810
"""48267""","Kimble, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,91295,103571,109557,109512,105059,118745,116541,111140,111148,113164,127291,143409,168816,177792,168138,154043,136700,140512,151964
"""48269""","King, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,184915,242623,167421,152040,147388,189232,193076,172426,217671,165113,164681,181564,164930,156028,194569,239628,220121,206281,193454
"""48269""","King, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,101.846,133.630,92.211,83.739,81.177,104.224,106.341,94.967,119.887,90.939,90.702,100.000,90.839,85.936,107.163,131.980,121.236,113.614,106.549
"""48269""","King, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,91958,99263,106774,116948,153760,199532,216681,263554,165855,168798,192238,181564,176677,160420,102337,107523,125930,139023,105658
"""48271""","Kinney, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,52831,61578,66171,67573,65699,67388,69935,64056,68023,71135,72926,79943,101366,104814,118557,113823,116740,104482,112499
"""48271""","Kinney, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,66.086,77.027,82.773,84.526,82.182,84.295,87.482,80.127,85.090,88.982,91.222,100.000,126.798,131.112,148.302,142.380,146.030,130.696,140.725
"""48271""","Kinney, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,39645,47080,52931,56784,56136,59615,64392,60168,65067,69056,71940,79943,103749,109832,125110,119768,125068,114703,127247
"""48273""","Kleberg, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1126696,1260426,1370270,1240182,1182645,1263963,1273669,1244288,1245552,1148979,1204031,1243651,1254156,1203522,1174307,1110513,1112788,1107961,1156214
"""48273""","Kleberg, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,90.596,101.349,110.181,99.721,95.095,101.633,102.414,100.051,100.153,92.388,96.814,100.000,100.845,96.773,94.424,89.295,89.478,89.089,92.969
"""48273""","Kleberg, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,723136,785269,996027,981065,1033617,1131984,1204836,1322595,1134616,1109565,1204023,1243651,1288996,1250042,1165494,1102878,1133801,1157188,1226005
"""48275""","Knox, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,133843,132907,154715,162404,144960,162003,159481,130588,129673,131923,135516,158531,184844,180260,155489,154140,156652,167350,165859
"""48275""","Knox, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,84.427,83.836,97.593,102.443,91.440,102.190,100.599,82.373,81.797,83.216,85.482,100.000,116.598,113.706,98.081,97.230,98.815,105.563,104.622
"""48275""","Knox, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,94477,91137,117263,134962,122462,138896,150059,134344,114074,124941,136038,158531,191141,183720,138750,132185,141257,155833,153892
"""48277""","Lamar, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1742931,1785238,1710047,1731142,1683326,1876547,1903286,1840692,1874069,1917597,2121082,2060231,2053683,2049835,2159216,2268557,2343558,2476329,2559287
"""48277""","Lamar, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,84.599,86.652,83.003,84.027,81.706,91.084,92.382,89.344,90.964,93.077,102.954,100.000,99.682,99.495,104.805,110.112,113.752,120.197,124.223
"""48277""","Lamar, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1419318,1461274,1421231,1458220,1453442,1664121,1725047,1697670,1842116,1878749,2070951,2060231,2108938,2166185,2355720,2503207,2606528,2773215,2915481
"""48279""","Lamb, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,808045,830741,894331,870032,834096,873006,830911,854592,770477,952447,855208,857267,934150,860578,860079,812814,839000,806648,787385
"""48279""","Lamb, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,94.258,96.906,104.323,101.489,97.297,101.836,96.926,99.688,89.876,111.103,99.760,100.000,108.968,100.386,100.328,94.815,97.869,94.095,91.848
"""48279""","Lamb, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,598094,588903,688404,709529,700832,761985,768307,814138,715787,909852,871219,857267,963981,902089,848254,759608,820162,796160,783799
"""48281""","Lampasas, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,351444,393108,388279,391106,417627,417059,402038,405482,405708,405006,415759,430212,422642,419332,412744,406005,411476,422740,439732
"""48281""","Lampasas, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,81.691,91.375,90.253,90.910,97.075,96.943,93.451,94.252,94.304,94.141,96.640,100.000,98.240,97.471,95.940,94.373,95.645,98.263,102.213
"""48281""","Lampasas, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,266316,305826,307623,319700,353385,365981,363832,374999,385506,387916,403747,430212,432180,438747,443092,444656,455783,476647,508114
"""48283""","La Salle, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,230319,235165,250586,238977,267584,311966,298998,281489,363520,515945,1262045,3494344,5977271,7733489,8694603,6957974,6873480,7118721,7667819
"""48283""","La Salle, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,6.591,6.730,7.171,6.839,7.658,8.928,8.557,8.056,10.403,14.765,36.117,100.000,171.056,221.314,248.819,199.121,196.703,203.721,219.435
"""48283""","La Salle, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,143819,137598,181961,195913,260434,311212,317164,360902,312886,535030,1454895,3494344,6416279,8010965,4101992,2785811,3601473,4527578,3822634
"""48285""","Lavaca, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1286390,1424661,1359096,1222443,1050012,1091948,1168718,1023494,935175,797515,810570,958820,1210786,1437194,1650230,1462815,1407179,1496935,1671655
"""48285""","Lavaca, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,134.164,148.585,141.747,127.495,109.511,113.885,121.891,106.745,97.534,83.177,84.538,100.000,126.279,149.892,172.111,152.564,146.762,156.123,174.345
"""48285""","Lavaca, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,731681,726147,919103,943313,998823,1052496,1180437,1269289,814871,783632,836014,958820,1265407,1493605,1189688,1010276,1060138,1211076,1245108
"""48287""","Lee, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,685727,710390,659754,631284,678037,750956,703907,710595,776470,776788,831822,936603,899097,965949,967985,907336,985897,892409,981651
"""48287""","Lee, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,73.214,75.847,70.441,67.401,72.393,80.179,75.155,75.869,82.903,82.937,88.813,100.000,95.996,103.133,103.351,96.875,105.263,95.281,104.810
"""48287""","Lee, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,424829,417289,458013,478021,589267,672104,661994,761790,683923,747416,846769,936603,918325,993640,873079,811228,932147,885560,963401
"""48289""","Leon, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,819795,804340,747432,778585,907571,1050715,1192897,1198358,1378079,1331552,1225237,1157015,1273242,1331705,1345054,1125015,932021,914572,943624
"""48289""","Leon, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,70.854,69.519,64.600,67.293,78.441,90.813,103.101,103.573,119.106,115.085,105.896,100.000,110.045,115.098,116.252,97.234,80.554,79.046,81.557
"""48289""","Leon, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,492119,465424,502995,595427,840021,1016433,1222333,1519986,1119726,1324324,1348161,1157015,1311300,1354983,998450,790009,728587,766181,747872
"""48291""","Liberty, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1693139,1785692,1859418,2004229,2168586,2255984,2175266,1982146,1938721,1826889,1858278,1862054,1819722,1810447,1777538,1749002,1810365,1946526,2019615
"""48291""","Liberty, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,90.929,95.899,99.858,107.635,116.462,121.156,116.821,106.449,104.117,98.112,99.797,100.000,97.727,97.229,95.461,93.929,97.224,104.537,108.462
"""48291""","Liberty, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1078869,1118878,1313119,1540150,1926253,2065592,2079661,2139516,1741940,1759773,1864802,1862054,1878211,1896390,1781614,1761683,1874373,2073796,2188828
"""48293""","Limestone, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1325472,1411328,1527493,1586582,1658644,1763083,1947885,1921188,1955672,1850822,1809641,1609721,1609275,1545571,1466434,1388777,1482097,1515751,1568325
"""48293""","Limestone, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,82.342,87.675,94.892,98.563,103.039,109.527,121.008,119.349,121.491,114.978,112.420,100.000,99.972,96.015,91.099,86.274,92.072,94.162,97.428
"""48293""","Limestone, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,914513,918449,1145083,1288465,1559044,1721077,1974651,2284002,1755634,1847321,1902779,1609721,1647482,1623355,1371555,1266311,1432173,1534342,1594240
"""48295""","Lipscomb, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,405149,443779,456857,476669,544011,630469,747859,747820,896537,659128,689208,847688,753000,831671,894306,799678,858789,791892,802246
"""48295""","Lipscomb, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,47.795,52.352,53.894,56.232,64.176,74.375,88.223,88.219,105.763,77.756,81.304,100.000,88.830,98.110,105.499,94.336,101.310,93.418,94.639
"""48295""","Lipscomb, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,220642,208758,306533,378649,561078,655828,832799,1115726,701668,672840,791221,847688,802470,860535,502813,405844,509124,520814,477569
"""48297""","Live Oak, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,817920,902064,926569,1108329,802659,795322,952580,762134,770298,775580,1227311,1694255,2057134,2427756,2460286,2192995,2029119,1962302,2533580
"""48297""","Live Oak, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,48.276,53.243,54.689,65.417,47.375,46.942,56.224,44.983,45.465,45.777,72.440,100.000,121.418,143.293,145.213,129.437,119.765,115.821,149.540
"""48297""","Live Oak, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,420596,416325,538266,727756,672080,711254,908919,804964,583503,705569,1326954,1694255,2135743,2448271,1375700,1070200,1210871,1376687,1490429
"""48299""","Llano, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,399672,404750,413559,392163,400209,440672,467732,471099,477751,476146,463478,472669,463450,467110,616203,641145,645523,635545,662458
"""48299""","Llano, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,84.556,85.631,87.494,82.968,84.670,93.231,98.955,99.668,101.075,100.736,98.055,100.000,98.050,98.824,130.367,135.643,136.570,134.459,140.153
"""48299""","Llano, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,302048,311008,327749,323019,341137,391732,429468,440129,457213,457795,452425,472669,474608,490007,663272,696777,715000,723044,774274
"""48301""","Loving, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,277620,305888,304770,371330,607395,826786,1115398,856021,994764,623755,529409,747783,899589,1408596,2410486,4164495,5838765,8043764,10114468
"""48301""","Loving, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,37.126,40.906,40.756,49.657,81.226,110.565,149.161,114.475,133.028,83.414,70.797,100.000,120.301,188.370,322.351,556.912,780.810,1075.681,1352.594
"""48301""","Loving, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,131695,116470,189974,283286,646985,888427,1276975,1361533,747195,648226,634414,747783,970748,1460055,1050586,1509938,2870617,4947157,4696576
"""48303""","Lubbock, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,8880926,9049756,9117816,9385305,9717857,10277601,10301669,10349295,10320714,10754531,10769759,11097603,11363328,11484348,11752193,11986949,12223181,12531692,12583659
"""48303""","Lubbock, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,80.026,81.547,82.160,84.571,87.567,92.611,92.828,93.257,92.999,96.909,97.046,100.000,102.394,103.485,105.898,108.014,110.143,112.923,113.391
"""48303""","Lubbock, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,6964639,7224019,7437999,7875174,8361080,9082860,9401450,9663460,9782879,10341686,10545256,11097603,11640853,12003664,12463357,12900587,13358131,14030357,14441381
"""48305""","Lynn, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,148411,150905,195783,209919,225662,149041,276537,152982,162990,246148,151387,208148,290824,177575,175524,203855,211292,230249,271089
"""48305""","Lynn, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,71.301,72.499,94.060,100.851,108.414,71.604,132.856,73.497,78.305,118.257,72.730,100.000,139.720,85.312,84.326,97.938,101.511,110.618,130.239
"""48305""","Lynn, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,111970,111415,156309,186158,187001,123941,259838,152391,140111,232323,158038,208148,302885,182596,157857,180294,194731,219222,258179
"""48307""","McCulloch, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,224361,229360,247427,243541,238038,264720,288061,318537,251837,274175,326327,349040,360045,365782,342686,312566,343815,358650,337154
"""48307""","McCulloch, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,64.280,65.712,70.888,69.774,68.198,75.842,82.529,91.261,72.151,78.551,93.493,100.000,103.153,104.797,98.180,89.550,98.503,102.753,96.595
"""48307""","McCulloch, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,159698,164463,184163,190988,196718,229344,259734,298458,239593,263283,319467,349040,361431,370211,343905,314614,361199,389947,374975
"""48309""","McLennan, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,7582153,7693380,7997308,8271510,8391113,8767897,8852064,8835952,8748550,8883284,9052834,9497666,10341634,10779585,10521872,10749383,11148367,11517087,11475725
"""48309""","McLennan, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,79.832,81.003,84.203,87.090,88.349,92.316,93.203,93.033,92.113,93.531,95.316,100.000,108.886,113.497,110.784,113.179,117.380,121.262,120.827
"""48309""","McLennan, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,6114465,6327434,6679318,7048162,7335918,7845729,8082024,8192620,8397505,8564849,8838068,9497666,10566201,11268546,11267865,11696943,12289615,12949026,13183964
"""48311""","McMullen, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,335681,350284,374906,501811,577435,446455,359088,294405,363004,354883,657625,1912033,3455682,4552679,4744213,4398964,3551181,3306573,3450145
"""48311""","McMullen, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,17.556,18.320,19.608,26.245,30.200,23.350,18.780,15.397,18.985,18.561,34.394,100.000,180.733,238.107,248.124,230.067,185.728,172.935,180.444
"""48311""","McMullen, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,164034,140685,235841,383321,606512,473386,406182,456438,275822,366398,781021,1912033,3721512,4713667,2114366,1641051,1776963,2053986,1635803
"""48313""","Madison, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,346985,376062,368593,375673,369672,390111,397648,339741,372364,412404,481132,705097,831798,1050981,1091601,911051,839152,799491,858701
"""48313""","Madison, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,49.211,53.335,52.276,53.280,52.429,55.327,56.396,48.184,52.810,58.489,68.236,100.000,117.969,149.055,154.816,129.209,119.012,113.387,121.785
"""48313""","Madison, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,245204,259942,283738,313985,340192,366799,393432,380694,339717,416783,519611,705097,879263,1093714,713372,557898,573773,588510,592227
"""48315""","Marion, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,292395,262456,282505,243668,276158,279698,257636,242382,247915,253865,240314,227709,241139,211026,212278,227666,251952,266379,282579
"""48315""","Marion, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,128.407,115.259,124.064,107.008,121.276,122.831,113.142,106.444,108.873,111.486,105.535,100.000,105.898,92.673,93.223,99.981,110.646,116.982,124.096
"""48315""","Marion, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,214769,186646,222881,206183,255316,266772,251851,256987,236299,252320,243807,227709,250047,225117,211625,225674,262143,291952,303325
"""48317""","Martin, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,418269,509754,440082,444105,477709,577187,774395,933527,1377056,1497537,1953788,3013586,3295848,3441279,4568343,5638755,6545024,9125292,12836342
"""48317""","Martin, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,13.879,16.915,14.603,14.737,15.852,19.153,25.697,30.977,45.695,49.693,64.833,100.000,109.366,114.192,151.592,187.111,217.184,302.805,425.949
"""48317""","Martin, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,242094,253825,309597,366701,500306,610322,881832,1408474,1062547,1544267,2312956,3013586,3545454,3570373,2144118,2245138,3447116,5932948,6404151
"""48319""","Mason, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,62643,79472,80953,87833,78330,103146,85227,96575,103757,109192,110522,114668,112743,109314,122018,111691,121195,123276,125396
"""48319""","Mason, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,54.630,69.307,70.598,76.598,68.310,89.952,74.325,84.222,90.485,95.224,96.385,100.000,98.322,95.331,106.410,97.404,105.692,107.508,109.356
"""48319""","Mason, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,47407,61235,64580,73094,66126,89353,78061,90204,97182,104528,108456,114668,113774,111811,124772,114941,128180,133856,139211
"""48321""","Matagorda, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2529233,2426590,2206123,2345314,2170026,2427184,2330939,2357384,2348695,2252342,2148645,1982151,1942902,2046588,2047759,2077158,2091555,2019648,2130241
"""48321""","Matagorda, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,127.600,122.422,111.299,118.322,109.478,122.452,117.596,118.931,118.492,113.631,108.400,100.000,98.020,103.251,103.310,104.793,105.519,101.892,107.471
"""48321""","Matagorda, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1839361,1664475,1725887,1959701,1978271,2311991,2300635,2514807,2280874,2259277,2209733,1982151,2010017,2212736,2139055,2124464,2203212,2189860,2356047
"""48323""","Maverick, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,946903,966912,968696,975604,1029471,1118798,1126865,1214269,1292617,1287693,1338838,1385443,1352159,1357269,1390733,1428314,1543047,1599495,1659423
"""48323""","Maverick, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,68.347,69.791,69.920,70.418,74.306,80.754,81.336,87.645,93.300,92.945,96.636,100.000,97.598,97.966,100.382,103.094,111.376,115.450,119.776
"""48323""","Maverick, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,673208,688726,742325,788313,889028,997521,1047701,1231691,1185134,1239551,1330415,1385443,1392993,1422015,1428730,1474115,1632275,1738991,1828444
"""48325""","Medina, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,590238,626328,653442,647798,642158,689128,674411,653788,672108,679408,702145,768853,838263,859000,875495,831788,878889,908145,932056
"""48325""","Medina, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,76.769,81.463,84.989,84.255,83.522,89.631,87.716,85.034,87.417,88.366,91.324,100.000,109.028,111.725,113.870,108.186,114.312,118.117,121.227
"""48325""","Medina, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,446539,484322,519764,538177,546595,607370,618768,615633,632429,651933,686654,768853,861557,899361,921251,882752,950748,1004322,1057609
"""48327""","Menard, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,45373,50524,52811,50010,47933,55308,55156,53170,57489,52539,57531,67246,77222,62506,66158,55084,52437,51657,56296
"""48327""","Menard, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,67.473,75.133,78.534,74.368,71.280,82.248,82.021,79.067,85.490,78.130,85.554,100.000,114.835,92.952,98.383,81.914,77.978,76.818,83.717
"""48327""","Menard, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,34035,37635,43085,44033,44843,53169,55924,59468,52261,52442,60949,67246,80584,64161,57745,46863,46988,48532,52820
