GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"""48071""","Chambers, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,69.762,75.395,79.161,89.676,86.912,121.401,87.416,81.525,85.738,95.043,85.609,100.000,109.962,117.789,141.252,154.706,140.206,156.337,146.824
"""48071""","Chambers, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,966376,994765,1170229,1407016,1492480,2181419,1623649,1627306,1588704,1837574,1722177,1991792,2260862,2477397,2738095,2990011,2836420,3289207,3093961
"""48073""","Cherokee, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1331483,1386294,1332498,1298670,1321170,1439186,1426897,1506878,1600159,1482413,1367824,1411456,1348516,1346810,1353264,1397008,1357174,1380875,1412656
"""48073""","Cherokee, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,94.334,98.217,94.406,92.009,93.603,101.965,101.094,106.760,113.369,105.027,96.909,100.000,95.541,95.420,95.877,98.976,96.154,97.833,100.085
"""48073""","Cherokee, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,997521,1021827,1052091,1089296,1148362,1272389,1341891,1525340,1403996,1391352,1357090,1411456,1390366,1401005,1329141,1363651,1378790,1453262,1494090
"""48075""","Childress, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,161946,172180,178941,179795,181428,178999,191164,196804,202865,179183,193241,161425,192678,180930,192096,205435,207942,214737,217615
"""48075""","Childress, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,100.322,106.662,110.851,111.380,112.391,110.887,118.422,121.916,125.671,111.001,119.709,100.000,119.360,112.083,119.000,127.263,128.816,133.026,134.808
"""48075""","Childress, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,121044,131417,141237,148588,151098,152763,175444,185300,183706,167624,188904,161425,198282,189511,205723,222719,228713,241377,249380
"""48077""","Clay, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,244291,242588,230154,218839,211403,228975,226106,221933,236121,208271,205152,221640,222583,225688,228569,243662,245443,245705,258988
"""48077""","Clay, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,110.220,109.451,103.841,98.736,95.381,103.309,102.015,100.132,106.534,93.968,92.561,100.000,100.426,101.826,103.126,109.936,110.739,110.858,116.851
"""48077""","Clay, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,176637,170521,181274,187567,196709,217526,224670,247396,211041,205271,213119,221640,231632,234169,203451,212895,225805,237048,248401
"""48079""","Cochran, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,328840,401504,301025,337139,361195,431004,465423,406917,506112,550766,452928,519754,474346,355797,358133,365620,392938,375858,413092
"""48079""","Cochran, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,63.268,77.249,57.917,64.865,69.493,82.924,89.547,78.290,97.375,105.966,87.143,100.000,91.264,68.455,68.904,70.345,75.601,72.315,79.478
"""48079""","Cochran, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,183761,192249,207542,274527,360187,430681,511252,583507,385325,546537,524359,519754,506619,366727,189427,171378,226919,250769,234566
"""48081""","Coke, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,149735,152992,131559,120491,113496,130943,138036,136814,174061,169570,151762,175033,177742,156781,156495,143334,133534,130719,137264
"""48081""","Coke, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,85.547,87.408,75.163,68.839,64.842,74.810,78.863,78.165,99.445,96.879,86.705,100.000,101.548,89.573,89.409,81.890,76.291,74.683,78.422
"""48081""","Coke, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,95954,90899,95802,98004,110488,130522,144517,175257,142492,169240,168172,175033,185992,160557,111262,96231,99378,105505,105679
"""48083""","Coleman, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,199063,204346,203179,202398,200383,221321,212818,218636,230709,227283,234207,241678,226425,221786,218432,216919,218853,217259,225520
"""48083""","Coleman, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,82.367,84.553,84.070,83.747,82.913,91.577,88.059,90.466,95.461,94.044,96.909,100.000,93.688,91.769,90.381,89.755,90.556,89.896,93.314
"""48083""","Coleman, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,140487,142551,155686,166399,178243,203297,203813,227699,212985,221713,236694,241678,234058,232340,213769,213151,222696,229054,239476
"""48085""","Collin, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,17957490,20235452,22105268,24508630,28047465,31759827,33920563,35627656,34276067,35571664,38214424,41141177,43460636,46438378,50520752,54334515,58832224,61794796,63204633
"""48085""","Collin, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,43.648,49.185,53.730,59.572,68.174,77.197,82.449,86.599,83.313,86.462,92.886,100.000,105.638,112.876,122.799,132.068,143.001,150.202,153.629
"""48085""","Collin, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,16094894,18343179,20120506,22549657,26217419,30099619,32545325,34286997,33355797,34695866,37573880,41141177,44121158,47746866,52545472,57081165,62367903,66642689,69296699
"""48087""","Collingsworth, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,103971,114523,127740,111531,113785,111168,103240,71850,80962,89758,71117,75187,91888,78325,77575,81736,77698,79192,82121
"""48087""","Collingsworth, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,138.283,152.318,169.896,148.338,151.337,147.856,137.311,95.562,107.681,119.380,94.587,100.000,122.213,104.173,103.176,108.711,103.339,105.327,109.222
"""48087""","Collingsworth, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,74745,79168,97980,95051,95168,93086,96177,71503,72228,85356,71061,75187,94560,81379,77864,82542,80778,84978,89381
"""48089""","Colorado, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,751531,800877,775299,766021,765936,886887,887129,800548,799280,758980,759490,763641,1013347,967554,862486,814513,815709,775131,813840
"""48089""","Colorado, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,98.414,104.876,101.527,100.312,100.300,116.139,116.171,104.833,104.667,99.390,99.456,100.000,132.699,126.703,112.944,106.662,106.818,101.505,106.574
"""48089""","Colorado, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,491980,505014,561264,601587,675220,805007,842450,857047,724081,732979,759200,763641,1042608,1007938,838065,796323,825019,811707,860077
"""48091""","Comal, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2509196,2618854,2677321,2906975,3143957,3355469,3553397,3673294,3511009,3563442,3693095,3842827,4157653,4370216,4660800,4802661,4945631,5133742,5312024
"""48091""","Comal, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,65.296,68.149,69.671,75.647,81.814,87.318,92.468,95.588,91.365,92.730,96.104,100.000,108.193,113.724,121.286,124.977,128.698,133.593,138.232
"""48091""","Comal, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1893585,2007006,2083377,2335644,2640332,2937012,3214544,3388276,3320814,3398304,3596706,3842827,4238444,4541100,4954836,5185475,5430467,5774583,6123189
"""48093""","Comanche, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,326421,378903,348495,358920,349273,388298,339945,301407,312814,333324,330707,306084,307666,385019,340908,355403,377036,374479,429433
"""48093""","Comanche, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,106.644,123.790,113.856,117.262,114.110,126.860,111.062,98.472,102.199,108.900,108.044,100.000,100.517,125.789,111.377,116.113,123.181,122.345,140.299
"""48093""","Comanche, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,241372,278417,269695,296043,285632,321351,303525,276042,286295,313005,323996,306084,315690,396286,342996,360446,389632,395687,461767
"""48095""","Concho, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,141506,145712,125591,125286,123379,126537,140125,116542,121762,118283,126293,123046,149447,128520,122049,113857,105216,106494,136444
"""48095""","Concho, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,115.002,118.421,102.068,101.821,100.271,102.837,113.880,94.715,98.956,96.130,102.639,100.000,121.457,104.449,99.190,92.532,85.509,86.548,110.889
"""48095""","Concho, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,92391,87881,92713,103451,112093,117232,138753,134764,104422,114799,132012,123046,155074,130753,106632,97579,95212,101274,127139
"""48097""","Cooke, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1206457,1202865,1344725,1283454,1177308,1557865,1814174,1845124,1536850,1884189,2370520,2693135,2946578,3207660,3370134,3053482,2763270,2645969,2666057
"""48097""","Cooke, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,44.797,44.664,49.932,47.657,43.715,57.846,67.363,68.512,57.065,69.963,88.021,100.000,109.411,119.105,125.138,113.380,102.604,98.249,98.995
"""48097""","Cooke, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1034010,1017472,1173379,1136137,1084115,1457945,1738655,1866851,1435753,1825026,2343229,2693135,3030240,3375392,3599265,3300073,3008211,2871180,2890038
"""48099""","Coryell, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,876410,903456,966511,981993,1032485,1125132,1118703,1156112,1171789,1219657,1205144,1276829,1252632,1239039,1331467,1448950,1528814,1545287,1536771
"""48099""","Coryell, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,68.640,70.758,75.696,76.909,80.863,88.119,87.616,90.546,91.773,95.522,94.386,100.000,98.105,97.040,104.279,113.480,119.735,121.025,120.358
"""48099""","Coryell, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,663885,702738,770882,810476,877533,989695,1022086,1077853,1119236,1176536,1176037,1276829,1286429,1305047,1438769,1592655,1707476,1763647,1795287
"""48101""","Cottle, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,98813,113542,110647,100369,99632,102054,114288,88346,104000,88060,68264,65031,60206,61110,65600,68968,99715,93532,81353
"""48101""","Cottle, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,151.948,174.597,170.146,154.341,153.208,156.932,175.745,135.852,159.924,135.414,104.971,100.000,92.581,93.971,100.875,106.055,153.336,143.827,125.099
"""48101""","Cottle, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,61379,65267,78529,80492,91163,93964,114936,111187,79706,81647,72422,65031,63105,63096,48916,48965,78369,77126,64548
"""48103""","Crane, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1302269,1567191,1228920,1209141,1165196,1278306,1448162,1337863,1577181,1312203,1286777,1532606,1554900,1452686,1457456,1314409,1135331,1001462,1089316
"""48103""","Crane, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,84.971,102.257,80.185,78.894,76.027,83.407,94.490,87.293,102.908,85.619,83.960,100.000,101.455,94.785,95.097,85.763,74.078,65.344,71.076
"""48103""","Crane, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,638541,628874,776035,921607,1216099,1350855,1626310,2042977,1207432,1346188,1500609,1532606,1665024,1506516,734400,572134,629890,665493,585695
"""48105""","Crockett, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1362389,1563179,1425086,1288654,1297546,1424199,1429836,1281734,1458741,1093367,992967,1148308,1378952,1675231,1778348,1693416,1635201,1342567,1289011
"""48105""","Crockett, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,118.643,136.129,124.103,112.222,112.996,124.026,124.517,111.619,127.034,95.216,86.472,100.000,120.086,145.887,154.867,147.471,142.401,116.917,112.253
"""48105""","Crockett, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,667842,628720,900339,984412,1357369,1505567,1607891,1968106,1115415,1126258,1167484,1148308,1480942,1735556,850700,693524,872157,872788,665897
"""48107""","Crosby, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,141942,163153,169161,218331,236360,214106,226210,182277,248143,305758,196505,232513,336500,269678,275458,292331,307921,310577,330560
"""48107""","Crosby, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,61.047,70.170,72.753,93.900,101.654,92.083,97.289,78.394,106.722,131.501,84.513,100.000,144.723,115.984,118.470,125.727,132.432,133.574,142.168
"""48107""","Crosby, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,101285,113015,131075,186133,200805,182887,214809,192791,205562,289152,208940,232513,351777,275147,198495,201523,231576,250975,258311
"""48109""","Culberson, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,76282,81742,78864,83731,88130,93512,98593,118378,147741,130354,136714,220991,311240,554803,856507,1133249,1358530,1486677,1996602
"""48109""","Culberson, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,34.518,36.989,35.686,37.889,39.880,42.315,44.614,53.567,66.854,58.986,61.864,100.000,140.838,251.052,387.576,512.803,614.745,672.732,903.477
"""48109""","Culberson, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,55540,58475,62569,71349,83427,91764,101920,139322,133142,132142,148541,220991,328193,569639,443076,509974,783318,1038057,1099070
"""48111""","Dallam, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,430072,424739,397259,454747,425834,432623,471410,491301,514404,540089,560218,610998,606598,727731,931520,876929,909948,806292,858312
"""48111""","Dallam, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,70.388,69.516,65.018,74.427,69.695,70.806,77.154,80.410,84.191,88.395,91.689,100.000,99.280,119.105,152.459,143.524,148.928,131.963,140.477
"""48111""","Dallam, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,302950,290403,287919,360837,321347,330518,405772,433482,430558,473346,540964,610998,621138,726913,859424,757130,819359,721078,776866
"""48113""","Dallas, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,169137456,170214851,168682071,175491018,178686602,183566962,186189067,187212499,177295967,181812202,189469543,195350580,200835246,207723658,218987116,225165487,231920469,238412175,242958925
"""48113""","Dallas, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,86.581,87.133,86.348,89.834,91.470,93.968,95.310,95.834,90.758,93.070,96.989,100.000,102.808,106.334,112.100,115.262,118.720,122.043,124.371
"""48113""","Dallas, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,142270708,144724050,145045906,153769425,160322374,168273014,174024922,177062311,169641388,175224130,185488666,195350580,204490350,215055948,228684119,237682820,248056205,260726376,270519384
"""48115""","Dawson, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,626823,755642,670297,670663,670363,692720,825097,660630,780365,870382,710438,832816,963509,759181,750057,742217,847124,951721,879443
"""48115""","Dawson, TX",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,75.265,90.733,80.486,80.530,80.494,83.178,99.073,79.325,93.702,104.511,85.306,100.000,115.693,91.158,90.063,89.121,101.718,114.277,105.599
"""48115""","Dawson, TX",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,397775,437621,491703,559177,634457,662338,857549,839098,636285,852202,776817,832816,1014334,786422,559673,529256,666746,799614,696374
"""48117""","Deaf Smith, TX",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1015130,912687,935691,806293,849784,824404,950289,892991,847582,1176501,1254030,1099554,997317,1505917,1808397,1995130,1894268,1819344,1808436
